index
0
1994
1762
859
563
891
417
509
1548
1400
1921
360
393
1722
1144
2039
395
1962
764
1386
909
350
1595
1673
1432
301
1339
599
726
1508
568
636
1843
217
1825
119
1794
706
1920
50
1295
674
1093
1424
388
1259
770
1687
803
966
994
843
531
36
576
1416
825
1969
1457
1174
1170
1298
1549
1161
365
772
10
1291
1470
963
845
1346
1236
1916
1558
959
710
1807
1860
834
1121
1070
517
1404
889
1327
163
1575
940
1802
1790
1972
1511
1222
139
98
1120
1311
1184
1154
322
810
1865
2006
1756
337
1488
632
64
565
1167
1529
1952
1861
1801
965
1883
985
445
596
293
1322
1587
77
1879
1209
76
1390
1887
1496
1970
204
1525
216
601
1289
96
81
1477
1247
146
1679
127
671
164
1162
2024
1839
1615
86
156
943
675
2020
756
935
391
1824
830
83
121
508
526
1568
928
387
1924
1040
1628
1310
192
441
1593
574
1826
638
1489
801
1157
718
199
82
633
570
828
933
1088
1364
668
215
1640
158
640
1337
1227
1535
25
795
1123
523
1204
946
295
1206
237
1803
1231
1917
1103
1981
238
1182
499
746
505
1888
566
688
201
1798
1649
1415
1925
588
949
1198
1330
990
775
482
1638
207
1480
1165
1710
1795
311
453
1483
802
1903
1900
321
1341
1102
666
1728
1992
1884
600
1655
1848
1725
1096
1402
655
917
993
1357
1967
1907
1532
1201
410
470
367
1044
1136
356
1866
1963
1383
1556
2011
497
303
1095
627
1052
1172
992
2012
707
2033
997
1017
1870
223
1695
469
945
1524
1445
905
1697
348
665
1672
525
598
1083
1055
262
247
1218
169
1108
621
737
1871
91
1965
1857
956
2009
972
1269
616
1029
440
1301
398
378
1210
624
1405
586
1037
1315
1809
824
1613
1418
221
1048
120
46
1626
239
1080
59
582
1297
713
1042
331
858
374
1641
1922
513
176
340
1460
209
1468
876
1479
93
750
1739
2034
2026
1567
1846
1899
841
495
397
1661
978
1995
1059
1514
1411
1442
1188
1674
20
1145
1234
711
1753
85
1140
1290
116
1705
786
1594
182
866
424
274
1518
628
567
572
724
1781
1738
80
1433
48
2017
259
1877
2047
1770
1683
1547
280
1530
432
184
790
1006
1307
5
1527
261
191
1465
1957
1880
1175
967
1914
326
363
1332
592
225
29
1221
1215
1571
2023
122
1997
1191
1213
1331
1948
1475
604
463
1478
428
1933
1526
40
1003
242
1662
112
647
901
2005
1955
540
218
1975
1712
276
1306
1300
18
1961
1276
829
879
915
916
1147
619
1114
1531
2004
716
1982
1694
1788
569
581
622
1443
449
107
1194
1365
1419
799
1394
307
269
436
1012
47
1669
1283
886
1787
872
2021
546
1633
125
2013
115
1242
738
541
1351
416
1193
1599
929
24
382
419
177
275
480
58
1237
430
1422
1185
1098
1429
961
399
1711
609
894
1751
1403
1506
1474
880
1837
144
450
200
1533
1379
2019
26
900
361
561
1142
1730
722
1721
1065
2029
1509
1189
863
254
1187
606
1749
402
613
1135
2007
836
1774
294
681
319
785
1438
1452
1501
1976
1572
3
740
855
345
618
1316
1579
1942
1407
1373
1786
708
407
1163
1755
1203
735
1980
934
860
1563
1904
988
1554
611
4
344
1822
118
1490
1893
1471
1018
761
578
911
466
808
1960
415
2010
842
1735
140
1592
62
75
1336
522
1959
577
1107
932
341
739
1827
202
1225
1455
362
411
1160
1139
1019
534
780
1451
884
1105
1271
1270
1748
457
854
998
602
532
1991
151
124
1621
84
1226
1536
557
1281
511
924
371
338
1399
784
1313
1726
314
1413
553
995
323
1053
1481
1918
339
887
971
504
2037
1064
1539
21
435
230
516
649
1702
652
190
979
413
1196
1681
524
663
1250
1684
612
110
133
864
685
922
1485
913
1238
1505
325
1677
1239
1502
67
1582
